ID Caso,ID Caso Relacionado,Año,Mes,Día,Código DANE de Municipio,Municipio,Departamento,Región,Modalidad,Iniciativa,Tipo de Unidad Atacada,Grupo Armado 1,Descripción Grupo Armado 1,Grupo Armado 2,Descripción Grupo Armado 2,Grupo Armado 3,Descripción Grupo Armado 3,Lesionados Civiles,Grupo al que Pertenecen los Capturados,Capturados,Lesionados Combatientes,Militares,Policías,Otras Fuerzas Armadas Estatales,Agentes del Estado Sin Información,Total Agentes del Estado,Guerrilleros,Paramilitares,Grupos Posdesmovilización,Combatientes Sin Información,Otros Grupos Armados Organizados,Total Combatientes de Grupos Armados Organizados,Total Combatientes,Personas Sin Información,Total Civiles,Ventaja Militar,Total de Víctimas del Caso,latitud-longitud
1,CR000497,2006,3,12,27073,BAGADO,CHOCO,ATRATO,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-76.197969065 5.503119772)
10,CR080150,0,0,0,00000,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,OPERACIÓN MILITAR,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-72 4)
100,,0,0,0,05854,VALDIVIA,ANTIOQUIA,NORTE DE ANTIOQUIA,COMBATIENTE MUERTO EN CIRCUNSTANCIA NO DETERMINADA,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,GRUPO PARAMILITAR,NO IDENTIFICADO,,,0,,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,POINT (-75.40094502 7.265404213)
1000,CR044183,1966,1,31,41676,SANTA MARIA,HUILA,NORTE DEL HUILA,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,GUERRILLA,FARC,GRUPO PARAMILITAR,DEFENSA CIVIL,,,0,,0,0,0,0,0,0,0,4,2,0,0,0,6,6,0,0,GRUPOS ARMADOS ORGANIZADOS,6,POINT (-75.587213 2.937628)
10000,,1996,2,17,85010,AGUAZUL,CASANARE,PIEDEMONTE LLANERO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,FUERZAS ARMADAS ESTATALES,2,POINT (-72.45852372 5.100675341)
10001,,1996,2,17,EXVEN,FRONTERA VENEZUELA,EXTERIOR,,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE EXTRANJERO,VENEZOLANO,GUERRILLA,ELN,,,0,,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,POINT (-72.73 9.1)
10002,,1996,2,17,20238,EL COPEY,CESAR,SIERRA NEVADA DE SANTA MARTA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,1,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-73.91282064 10.19995356)
10003,,1996,2,17,05604,REMEDIOS,ANTIOQUIA,NORDESTE ANTIOQUEÑO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-74.55865652 6.997267375)
10004,,1996,2,17,20238,EL COPEY,CESAR,SIERRA NEVADA DE SANTA MARTA,EMBOSCADA,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,6,0,0,6,0,0,0,0,0,0,6,0,0,GRUPOS ARMADOS ORGANIZADOS,6,POINT (-73.91282064 10.19995356)
10005,,1996,2,21,05854,VALDIVIA,ANTIOQUIA,NORTE DE ANTIOQUIA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,2,,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,FUERZAS ARMADAS ESTATALES,2,POINT (-75.40094502 7.265404213)
10006,CR007126,1996,2,21,73411,LIBANO,TOLIMA,NORTE DEL TOLIMA,HOSTIGAMIENTO,SIN INFORMACIÓN,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,POINT (-75.05163715 4.797871222)
10007,CR003111,1996,2,21,17662,SAMANA,CALDAS,EJE CAFETERO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-75.04166105 5.524568841)
10008,CR003111,1996,2,21,17662,SAMANA,CALDAS,EJE CAFETERO,ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,6,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-75.04166105 5.524568841)
10009,,1996,2,23,19130,CAJIBIO,CAUCA,NORTE DEL CAUCA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-76.73913565 2.606856535)
1001,,1966,1,31,73555,PLANADAS,TOLIMA,SUR DEL TOLIMA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-75.81684413 3.09897343)
10010,,1996,2,24,99524,LA PRIMAVERA,VICHADA,ALTILLANURA,ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,6,,0,6,2,0,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,POINT (-69.62044054 5.517593607)
10011,,1996,2,24,05670,SAN ROQUE,ANTIOQUIA,NORDESTE ANTIOQUEÑO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,3,,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,GRUPOS ARMADOS ORGANIZADOS,3,POINT (-74.9450732 6.466165211)
10012,,1996,2,25,86571,PUERTO GUZMAN,PUTUMAYO,MEDIO PUTUMAYO,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-75.88022978 0.746432215)
10013,,1996,2,25,05847,URRAO,ANTIOQUIA,SUROESTE ANTIOQUEÑO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,FUERZAS ARMADAS ESTATALES,4,POINT (-76.20643202 6.440832946)
10014,,1996,2,25,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,ARIARI GUAYABERO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-71.91916993 2.484286091)
10015,,1996,2,27,85001,YOPAL,CASANARE,PIEDEMONTE LLANERO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-72.25802857 5.242744761)
10016,,1996,2,28,05284,FRONTINO,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,DISIDENCIA EPL,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-76.33199656 6.691364773)
10017,,1996,3,1,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,POINT (-74.1810727 4.316107698)
10018,,1996,3,1,27372,JURADO,CHOCO,LITORAL PACIFICO,COMBATIENTE MUERTO EN CIRCUNSTANCIA NO DETERMINADA,SIN INFORMACIÓN,SIN INFORMACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,GRUPO PARAMILITAR,NO IDENTIFICADO,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,1,POINT (-77.67973662 7.103338868)
10019,,1996,3,2,85010,AGUAZUL,CASANARE,PIEDEMONTE LLANERO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-72.54821017 5.126121886)
1002,,1966,2,3,68406,LEBRIJA,SANTANDER,PROVINCIA DE SOTO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-73.29138097 7.204060063)
10020,,1996,3,2,73408,LERIDA,TOLIMA,NORTE DEL TOLIMA,HOSTIGAMIENTO,SIN INFORMACIÓN,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,POINT (-74.92337178 4.866034592)
10021,,1996,3,3,20550,PELAYA,CESAR,SUR DE CESAR,HOSTIGAMIENTO,SIN INFORMACIÓN,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,POINT (-73.63295546 8.764116734)
10022,,1996,3,3,81736,SARAVENA,ARAUCA,SARARE,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-71.85070757 6.906941714)
10023,,1996,3,4,05837,TURBO,ANTIOQUIA,URABA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,1,0,0,0,1,3,0,0,0,0,3,4,0,0,FUERZAS ARMADAS ESTATALES,4,POINT (-76.72915844 8.089116411)
10024,,1996,3,5,05250,EL BAGRE,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-74.75249562 7.711546973)
10025,,1996,3,7,20001,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-73.45784764 10.21890277)
10026,,1996,3,7,25518,PAIME,CUNDINAMARCA,NOROCCIDENTE DE CUNDINAMARCA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-74.16395696 5.387647345)
10027,,1996,3,7,11001,"BOGOTA, D.C.","BOGOTA, D. C.",AREA METROPOLITANA DE BOGOTA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-74.1810727 4.316107698)
10028,,1996,3,8,25372,JUNIN,CUNDINAMARCA,ALTIPLANO CUNDIBOYACENSE,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-73.65689424 4.640513765)
10029,,1996,3,8,05480,MUTATA,ANTIOQUIA,URABA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,FUERZAS ARMADAS ESTATALES,2,POINT (-76.46306569 7.329557848)
1003,,1966,2,8,19212,CORINTO,CAUCA,NORTE DEL CAUCA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-76.261866 3.173854)
10030,,1996,3,8,05045,APARTADO,ANTIOQUIA,URABA,COMBATE Y/O CONTACTO ARMADO,SIN INFORMACIÓN,SIN INFORMACIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,SIN INFORMACIÓN,2,POINT (-76.625135 7.883257)
10031,,1996,3,9,85010,AGUAZUL,CASANARE,PIEDEMONTE LLANERO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-72.54821017 5.126121886)
10032,,1996,3,11,08001,BARRANQUILLA,ATLANTICO,NORTE DE ATLANTICO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-74.82771544 10.98152051)
10033,CR021348,1996,3,11,15377,LABRANZAGRANDE,BOYACA,ORIENTE DE BOYACA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,1,,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,GRUPOS ARMADOS ORGANIZADOS,3,POINT (-72.5903846 5.541378132)
10034,,1996,3,12,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,ARIARI GUAYABERO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL - POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-71.91916993 2.484286091)
10035,,1996,3,12,19130,CAJIBIO,CAUCA,NORTE DEL CAUCA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,1,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-76.70138914 2.643209848)
10036,CR021007,1996,3,12,70230,CHALAN,SUCRE,MONTES DE MARIA,ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,11,0,0,11,0,0,0,0,0,0,11,0,0,GRUPOS ARMADOS ORGANIZADOS,11,POINT (-75.312697 9.545352)
10037,,1996,3,13,23001,MONTERIA,CORDOBA,ALTO SINU Y SAN JORGE,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,DAS,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-75.95055079 8.584698016)
10038,CR007115,1996,3,13,05604,REMEDIOS,ANTIOQUIA,NORDESTE ANTIOQUEÑO,ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-74.55865652 6.997267375)
10039,,1996,3,14,66088,BELEN DE UMBRIA,RISARALDA,EJE CAFETERO,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ERG,,,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-75.86793893 5.200398696)
1004,,1966,2,11,73555,PLANADAS,TOLIMA,SUR DEL TOLIMA,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-75.81684413 3.09897343)
10040,,1996,3,15,50006,ACACIAS,META,PIEDEMONTE LLANERO,COMBATE Y/O CONTACTO ARMADO,SIN INFORMACIÓN,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,SIN INFORMACIÓN,1,POINT (-73.57135162 3.943383008)
10041,,1996,3,15,25535,PASCA,CUNDINAMARCA,SUMAPAZ,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,2,,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,POINT (-74.27396924 4.293733611)
10042,CR012103,1996,3,15,20710,SAN ALBERTO,CESAR,MAGDALENA MEDIO,COMBATE Y/O CONTACTO ARMADO,SIN INFORMACIÓN,SIN INFORMACIÓN,AGENTE DEL ESTADO,POLICÍA NACIONAL,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,POINT (-73.39389 7.761109)
10043,,1996,3,16,20443,MANAURE BALCON DEL CESAR,CESAR,SERRANIA DEL PERIJA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-73.00706275 10.38027852)
10044,,1996,3,16,05604,REMEDIOS,ANTIOQUIA,NORDESTE ANTIOQUEÑO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-74.55865652 6.997267375)
10045,,1996,3,17,18094,BELEN DE LOS ANDAQUIES,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-75.90947504 1.536174657)
10046,,1996,3,17,95001,SAN JOSE DEL GUAVIARE,GUAVIARE,ARIARI GUAYABERO,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-71.91916993 2.484286091)
10047,,1996,3,17,05234,DABEIBA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUERZAS ARMADAS ESTATALES,0,POINT (-76.31426328 6.992243782)
10048,,1996,3,17,95015,CALAMAR,GUAVIARE,ARIARI GUAYABERO,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-73.0342639 1.613634284)
10049,,1996,3,18,85125,HATO COROZAL,CASANARE,LLANOS ORIENTALES,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,FUERZAS ARMADAS ESTATALES,5,POINT (-71.764184 6.154097)
1005,,1966,2,12,73168,CHAPARRAL,TOLIMA,SUR DEL TOLIMA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-75.58986634 3.743693084)
10050,,1996,3,18,15377,LABRANZAGRANDE,BOYACA,ORIENTE DE BOYACA,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,2,,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-72.5903846 5.541378132)
10051,,1996,3,18,81300,FORTUL,ARAUCA,SARARE,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-71.79124241 6.750907234)
10052,,1996,3,19,05001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,GRUPOS ARMADOS ORGANIZADOS,3,POINT (-75.61103107 6.257590259)
