ID Caso,ID Caso Relacionado,Año,Mes,Día,Código DANE de Municipio,Municipio,Departamento,Región,Modalidad,Iniciativa,Tipo de Unidad Atacada,Grupo Armado 1,Descripción Grupo Armado 1,Grupo Armado 2,Descripción Grupo Armado 2,Grupo Armado 3,Descripción Grupo Armado 3,Lesionados Civiles,Grupo al que Pertenecen los Capturados,Capturados,Lesionados Combatientes,Militares,Policías,Otras Fuerzas Armadas Estatales,Agentes del Estado Sin Información,Total Agentes del Estado,Guerrilleros,Paramilitares,Grupos Posdesmovilización,Combatientes Sin Información,Otros Grupos Armados Organizados,Total Combatientes de Grupos Armados Organizados,Total Combatientes,Personas Sin Información,Total Civiles,Ventaja Militar,Total de Víctimas del Caso,latitud-longitud
22901,,2004,6,30,13683,SANTA ROSA,BOLIVAR,CANAL DEL DIQUE,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-75.36116053 10.46920726)
22902,,2004,6,30,20570,PUEBLO BELLO,CESAR,SIERRA NEVADA DE SANTA MARTA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,FUERZAS ARMADAS ESTATALES,5,POINT (-73.61450632 10.41736874)
22903,,2004,7,1,81001,ARAUCA,ARAUCA,LLANOS ORIENTALES,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-70.50921153 6.796280825)
22904,,2004,7,1,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,POINT (-72.79925855 8.713507237)
22905,,2004,7,2,81065,ARAUQUITA,ARAUCA,SARARE,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,FARC,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-71.29827429 6.799338394)
22906,,2004,7,2,05736,SEGOVIA,ANTIOQUIA,NORDESTE ANTIOQUEÑO,EMBOSCADA,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-74.62163926 7.26692339)
22907,,2004,7,2,81065,ARAUQUITA,ARAUCA,SARARE,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-71.29827429 6.799338394)
22908,,2004,7,2,15550,PISBA,BOYACA,ALTIPLANO CUNDIBOYACENSE,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-72.43993232 5.768131812)
22909,,2004,7,2,05790,TARAZA,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,HOSTIGAMIENTO,NINGUNO,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-75.40189438 7.488875998)
2291,,1986,4,17,85315,SACAMA,CASANARE,PIEDEMONTE LLANERO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUERZAS ARMADAS ESTATALES,0,POINT (-72.21076163 6.049906435)
22910,,2004,7,3,18205,CURILLO,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,NO IDENTIFICADO,GUERRILLA,FARC,,,0,FARC,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-75.97328452 1.115379292)
22911,CR048926,2004,7,3,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-76.52158203 0.433884539)
22912,,2004,7,3,54261,EL ZULIA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,EMBOSCADA,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-72.63152118 8.081200092)
22913,,2004,7,4,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,HOSTIGAMIENTO,NINGUNO,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,NO IDENTIFICADO,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-72.79925855 8.713507237)
22914,,2004,7,4,81794,TAME,ARAUCA,SARARE,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,FARC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUERZAS ARMADAS ESTATALES,0,POINT (-71.79178647 6.390650479)
22915,,2004,7,4,05361,ITUANGO,ANTIOQUIA,NORTE DE ANTIOQUIA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-75.67842277 7.341549718)
22916,,2004,7,4,19256,EL TAMBO,CAUCA,NORTE DEL CAUCA,ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-77.00511207 2.534488312)
22917,,2004,7,4,63001,ARMENIA,QUINDIO,EJE CAFETERO,HOSTIGAMIENTO,NINGUNO,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-75.72489985 4.499501128)
22918,,2004,7,4,81065,ARAUQUITA,ARAUCA,SARARE,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-71.29827429 6.799338394)
22919,,2004,7,4,81794,TAME,ARAUCA,SARARE,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,4,2,0,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,POINT (-71.79178647 6.390650479)
2292,,1986,4,17,05004,ABRIAQUI,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,OTRA,,,0,,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,FUERZAS ARMADAS ESTATALES,2,POINT (-76.064703 6.631806)
22920,,2004,7,5,81736,SARAVENA,ARAUCA,SARARE,OPERACIÓN MILITAR,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-71.872812 6.953926)
22921,,2004,7,5,52260,EL TAMBO,NARIÑO,CENTRO DE NARIÑO,HOSTIGAMIENTO,SIN INFORMACIÓN,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,POINT (-77.38311597 1.43026376)
22922,,2004,7,5,85315,SACAMA,CASANARE,PIEDEMONTE LLANERO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-72.21076163 6.049906435)
22923,,2004,7,5,05001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,COMBATIENTE MUERTO EN CIRCUNSTANCIA NO DETERMINADA,OTRO,SIN INFORMACIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,GRUPO PARAMILITAR,NO IDENTIFICADO,,,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,OTRO,1,POINT (-75.61103107 6.257590259)
22924,,2004,7,8,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-76.52158203 0.433884539)
22925,,2004,7,8,52233,CUMBITARA,NARIÑO,PATIA,ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,,,0,,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-77.59281637 1.72559011)
22926,,2004,7,8,81736,SARAVENA,ARAUCA,SARARE,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,NO IDENTIFICADA,,,0,,0,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,GRUPOS ARMADOS ORGANIZADOS,5,POINT (-71.85070757 6.906941714)
22927,,2004,7,9,25438,MEDINA,CUNDINAMARCA,PIEDEMONTE LLANERO,HOSTIGAMIENTO,NINGUNO,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-73.40598487 4.484437919)
22928,,2004,7,9,85136,LA SALINA,CASANARE,PIEDEMONTE LLANERO,ATAQUE A INSTALACIÓN DE LAS FUERZAS ARMADAS ESTATALES,GRUPOS ARMADOS ORGANIZADOS,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,,,0,,0,2,1,2,0,0,3,0,0,0,0,0,0,3,0,0,GRUPOS ARMADOS ORGANIZADOS,3,POINT (-72.34693377 6.178282373)
22929,,2004,7,9,19100,BOLIVAR,CAUCA,PATIA,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-76.96337454 1.853951938)
2293,,1986,4,19,20770,SAN MARTIN,CESAR,MAGDALENA MEDIO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-73.54436312 7.937788454)
22930,,2004,7,9,50573,PUERTO LOPEZ,META,ALTILLANURA,COMBATE Y/O CONTACTO ARMADO,NINGUNO,SIN INFORMACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NINGUNO,2,POINT (-72.64570499 4.014298921)
22931,,2004,7,10,05790,TARAZA,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,COMBATE Y/O CONTACTO ARMADO,SIN INFORMACIÓN,SIN INFORMACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,GUERRILLA,NO IDENTIFICADA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SIN INFORMACIÓN,1,POINT (-75.40189438 7.488875998)
22932,CR048927,2004,7,11,EXVEN,FRONTERA VENEZUELA,EXTERIOR,,COMBATE Y/O CONTACTO ARMADO,OTRO,SIN INFORMACIÓN,AGENTE EXTRANJERO,VENEZOLANO,GUERRILLA,ELN,,,0,ELN - CIUDADANO VENEZOLANO,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,OTRO,1,POINT (-72.73 9.1)
22933,,2004,7,12,15550,PISBA,BOYACA,ALTIPLANO CUNDIBOYACENSE,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-72.43993232 5.768131812)
22934,,2004,7,12,13244,EL CARMEN DE BOLIVAR,BOLIVAR,MONTES DE MARIA,HOSTIGAMIENTO,NINGUNO,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-75.15793573 9.699819876)
22935,,2004,7,12,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,COMBATE Y/O CONTACTO ARMADO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-73.49291594 4.09166877)
22936,CR048928,2004,7,13,85162,MONTERREY,CASANARE,PIEDEMONTE LLANERO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,,,0,,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,FUERZAS ARMADAS ESTATALES,4,POINT (-72.8473434 4.841308642)
22937,,2004,7,13,15839,TUTAZA,BOYACA,ALTIPLANO CUNDIBOYACENSE,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-72.85707832 6.078051903)
22938,,2004,7,14,86571,PUERTO GUZMAN,PUTUMAYO,MEDIO PUTUMAYO,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,FUERZAS ARMADAS ESTATALES,3,POINT (-75.88022978 0.746432215)
2294,,1986,4,21,68385,LANDAZURI,SANTANDER,MAGDALENA MEDIO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-73.78760899 6.385234814)
22940,,2004,7,14,85010,AGUAZUL,CASANARE,PIEDEMONTE LLANERO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD ESTACIONADA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-72.64119447 5.236663546)
22941,,2004,7,15,19450,MERCADERES,CAUCA,PATIA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-77.18060381 1.793825164)
22942,,2004,7,15,19821,TORIBIO,CAUCA,NORTE DEL CAUCA,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-76.20331566 2.975771999)
22943,,2004,7,15,19532,PATIA,CAUCA,PATIA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-77.0465762 2.157983906)
22944,,2004,7,16,76100,BOLIVAR,VALLE DEL CAUCA,CENTRO DEL VALLE,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GRUPO PARAMILITAR,NO IDENTIFICADO,,,0,,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,FUERZAS ARMADAS ESTATALES,3,POINT (-76.34982039 4.393118861)
22945,CR048847,2004,7,17,18001,FLORENCIA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,FARC,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-75.55823906 1.749138704)
22947,,2004,7,17,81794,TAME,ARAUCA,SARARE,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,FARC,2,0,1,0,0,0,1,4,0,0,0,0,4,5,0,0,FUERZAS ARMADAS ESTATALES,5,POINT (-71.79178647 6.390650479)
22949,,2004,7,17,25530,PARATEBUENO,CUNDINAMARCA,PIEDEMONTE LLANERO,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-73.2416614 4.368158959)
2295,,1986,4,21,50325,MAPIRIPAN,META,ALTILLANURA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,POINT (-71.93805692 3.117523361)
22950,,2004,7,18,15183,CHITA,BOYACA,ALTIPLANO CUNDIBOYACENSE,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,ELN,,,0,ELN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUERZAS ARMADAS ESTATALES,0,POINT (-72.43903174 6.091468485)
22951,,2004,7,18,50568,PUERTO GAITAN,META,ALTILLANURA,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,ARMADA NACIONAL,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,,,1,,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-71.63157428 4.005034467)
22952,,2004,7,18,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,3,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GRUPOS ARMADOS ORGANIZADOS,0,POINT (-76.52158203 0.433884539)
22953,,2004,7,18,15550,PISBA,BOYACA,ALTIPLANO CUNDIBOYACENSE,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-72.43993232 5.768131812)
22954,,2004,7,18,19290,FLORENCIA,CAUCA,PATIA,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-77.08735723 1.69453474)
22955,,2004,7,19,18753,SAN VICENTE DEL CAGUAN,CAQUETA,CAGUAN,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,GRUPOS ARMADOS ORGANIZADOS,2,POINT (-74.19746971 1.308465061)
22956,,2004,7,20,05001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,NO IDENTIFICADA,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FUERZAS ARMADAS ESTATALES,1,POINT (-75.61103107 6.257590259)
22957,,2004,7,20,85136,LA SALINA,CASANARE,PIEDEMONTE LLANERO,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC/ELN,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-72.34693377 6.178282373)
22959,,2004,7,20,19364,JAMBALO,CAUCA,NORTE DEL CAUCA,HOSTIGAMIENTO,NINGUNO,UNIDAD FIJA,AGENTE DEL ESTADO,POLICÍA NACIONAL,GUERRILLA,FARC,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-76.31124919 2.84981013)
2296,,1986,4,22,05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,NORTE DE ANTIOQUIA,COMBATE Y/O CONTACTO ARMADO,SIN INFORMACIÓN,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,OTRA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SIN INFORMACIÓN,0,POINT (-75.5624839 6.458666308)
22960,,2004,7,21,17013,AGUADAS,CALDAS,EJE CAFETERO,HOSTIGAMIENTO,GRUPOS ARMADOS ORGANIZADOS,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,GRUPOS ARMADOS ORGANIZADOS,1,POINT (-75.4554471 5.616204006)
22961,,2004,7,21,13657,SAN JUAN NEPOMUCENO,BOLIVAR,MONTES DE MARIA,HOSTIGAMIENTO,NINGUNO,SIN INFORMACIÓN,AGENTE DEL ESTADO,INFANTERÍA DE MARINA,GUERRILLA,NO IDENTIFICADA,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NINGUNO,0,POINT (-75.06571959 9.967957823)
22962,,2004,7,22,41676,SANTA MARIA,HUILA,NORTE DEL HUILA,COMBATE Y/O CONTACTO ARMADO,FUERZAS ARMADAS ESTATALES,SIN INFORMACIÓN,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,FARC,1,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,FUERZAS ARMADAS ESTATALES,3,POINT (-75.63359786 2.926265937)
22964,CR021324,2004,7,22,86001,MOCOA,PUTUMAYO,MEDIO PUTUMAYO,EMBOSCADA,GRUPOS ARMADOS ORGANIZADOS,UNIDAD EN MOVIMIENTO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,GUERRILLA,FARC,,,0,,0,0,12,0,0,0,12,0,0,0,0,0,0,12,0,0,GRUPOS ARMADOS ORGANIZADOS,12,POINT (-76.66584349 1.26070915)
